emp_no,first_name,last_name,birth_date,title,to_date,from_date
466257,Shuho,Bale,1952-02-17,Senior Staff,9999-01-01,2002-01-10
466258,Kazunori,Vandervoorde,1955-01-29,Senior Staff,9999-01-01,1997-04-07
466260,Lijia,Zongker,1954-04-06,Senior Engineer,9999-01-01,1995-10-03
466264,Bingning,Ramsak,1953-07-21,Senior Staff,9999-01-01,1995-10-29
466270,Akeno,Menhardt,1952-07-14,Engineer,9999-01-01,1995-11-28
466271,Radhia,Passafiume,1955-04-14,Senior Engineer,9999-01-01,1998-07-15
466272,Pohua,DeMori,1955-02-12,Engineer,9999-01-01,1997-06-14
466273,Gina,Shihab,1953-02-06,Senior Staff,9999-01-01,1997-03-01
466278,Snehasis,Bresenham,1953-01-16,Engineer,9999-01-01,1999-04-21
466279,Adil,Goodrum,1955-01-12,Senior Staff,9999-01-01,1995-03-24
466280,Izaskun,Birnbaum,1952-09-05,Assistant Engineer,9999-01-01,1994-07-25
466282,Yishay,Setlzner,1952-08-13,Staff,9999-01-01,1997-11-08
466289,Sushant,Bael,1955-09-23,Senior Staff,9999-01-01,1999-04-01
466296,Nathan,Hiraishi,1953-10-28,Senior Staff,9999-01-01,1993-11-26
466297,Jaques,Ramras,1953-11-07,Senior Staff,9999-01-01,1991-07-28
466299,Kwee,Greenaway,1952-10-10,Staff,9999-01-01,1995-05-11
466320,Shigehiro,Janetzko,1954-02-02,Senior Staff,9999-01-01,1993-08-15
466323,Luerbio,Prochazka,1954-09-26,Staff,9999-01-01,1999-05-06
466324,Zhonghua,McConalogue,1955-09-16,Staff,9999-01-01,1996-11-23
466326,Remmert,Androutsos,1955-08-09,Senior Staff,9999-01-01,1994-07-16
466328,Lenore,Msuda,1955-07-22,Staff,9999-01-01,1999-09-23
466333,Ult,Wursthorn,1955-05-01,Senior Staff,9999-01-01,2001-01-22
466342,Leandro,Wissmann,1953-08-23,Senior Staff,9999-01-01,1993-07-30
466345,Baoqiu,Sluis,1954-11-24,Senior Staff,9999-01-01,1996-02-04
466351,Manohar,Diderrich,1954-07-13,Staff,9999-01-01,1994-10-05
466353,Denis,Matteis,1955-12-30,Staff,9999-01-01,1996-08-29
466357,Yunming,Byoun,1952-12-05,Senior Staff,9999-01-01,2000-07-01
466371,Adamantios,Cronin,1955-09-14,Engineer,9999-01-01,1999-07-23
466380,Valeska,Butner,1954-12-29,Engineer,9999-01-01,1998-01-11
466383,Nathalie,Yemenis,1952-05-19,Senior Engineer,9999-01-01,1999-03-01
466399,Chinhyun,Willoner,1953-11-18,Technique Leader,9999-01-01,1992-08-02
466400,Deborah,Sluis,1952-09-29,Engineer,9999-01-01,1997-04-11
466404,Gil,Hatcliff,1952-05-02,Senior Staff,9999-01-01,1993-07-15
466408,Tremaine,Fritzsche,1953-10-28,Senior Staff,9999-01-01,1999-02-03
466416,Weiyi,Pargaonkar,1954-05-07,Senior Engineer,9999-01-01,1986-08-22
466421,Chaosheng,Verhaegen,1952-12-03,Technique Leader,9999-01-01,1994-01-10
466426,Alair,Kugler,1955-12-27,Senior Engineer,9999-01-01,1992-08-20
466436,Lillian,Serdy,1952-05-05,Senior Engineer,9999-01-01,1994-09-24
466438,Kirk,Beerel,1953-03-21,Senior Engineer,9999-01-01,1991-04-29
466440,Gill,Morton,1952-03-11,Senior Staff,9999-01-01,1994-05-16
466441,Sigeru,Shinomoto,1952-05-21,Senior Engineer,9999-01-01,1992-12-31
466447,Juyoung,Malabarba,1952-08-12,Senior Staff,9999-01-01,1997-05-24
466449,Alenka,Leijenhorst,1952-12-25,Senior Staff,9999-01-01,2000-07-13
466467,Huican,Lagarias,1955-06-15,Senior Staff,9999-01-01,1998-07-22
466468,Irena,Granlund,1955-07-12,Staff,9999-01-01,1999-03-04
466469,Aamer,Ratnaker,1955-05-11,Senior Staff,9999-01-01,1994-04-25
466470,Lakshmi,Figueira,1953-01-02,Senior Staff,9999-01-01,1997-01-24
466472,Beshir,Kermarrec,1954-03-04,Senior Engineer,9999-01-01,1989-06-11
466477,Hidde,Renear,1953-07-25,Staff,9999-01-01,1998-12-19
466487,Makato,Strooper,1952-12-03,Staff,9999-01-01,1998-10-05
466492,Nirmal,Nilsson,1953-10-31,Senior Engineer,9999-01-01,1991-06-23
466511,Ramya,Tagansky,1955-09-01,Senior Engineer,9999-01-01,1990-09-29
466518,Amstein,Serdy,1952-10-02,Senior Staff,9999-01-01,1999-10-02
466527,Shawna,Eterovic,1952-09-08,Senior Staff,9999-01-01,1988-08-05
466531,Sachar,Rindone,1953-05-10,Assistant Engineer,9999-01-01,1994-04-25
466536,Atreyi,Stafford,1955-10-24,Senior Staff,9999-01-01,2002-03-30
466547,Ung,Rousseau,1954-05-14,Senior Staff,9999-01-01,1993-02-11
466550,Monique,Narahara,1953-03-09,Senior Staff,9999-01-01,1993-07-18
466561,Alenka,Mattern,1952-09-27,Senior Staff,9999-01-01,2000-06-17
466572,Babette,Coullard,1953-03-25,Senior Staff,9999-01-01,1992-07-13
466573,Mong,Birdsall,1954-12-13,Senior Staff,9999-01-01,2002-06-29
466574,Basil,Soloway,1955-10-01,Senior Staff,9999-01-01,2001-04-03
466577,Constantine,Tsukuda,1952-08-29,Assistant Engineer,9999-01-01,1995-08-12
466584,Irene,Demizu,1955-08-17,Senior Staff,9999-01-01,1986-07-13
466595,Morrie,Osgood,1954-03-24,Technique Leader,9999-01-01,1990-12-23
466605,Harngdar,Sury,1954-06-29,Technique Leader,9999-01-01,1988-05-01
466615,Mats,Wixon,1953-05-08,Senior Engineer,9999-01-01,2000-07-03
466616,Toong,Solovay,1954-03-22,Staff,9999-01-01,1998-06-14
466617,Chanjung,Vanwelkenhuysen,1955-05-19,Senior Staff,9999-01-01,2000-09-27
466621,Mohit,Fabrizio,1954-08-14,Senior Staff,9999-01-01,1988-03-29
466628,Aiman,Trystram,1953-10-23,Staff,9999-01-01,1997-05-17
466629,Hailing,Marchegay,1955-01-04,Senior Staff,9999-01-01,1995-02-13
466632,Sumant,Burnard,1952-11-23,Senior Staff,9999-01-01,1992-06-14
466635,Harngdar,Nations,1954-07-05,Senior Staff,9999-01-01,1996-05-24
466638,Arra,Detkin,1955-05-24,Technique Leader,9999-01-01,1992-05-10
466643,Dinkar,Liesche,1955-10-01,Senior Staff,9999-01-01,1997-02-16
466645,Mamdouh,Shokrollahi,1955-04-03,Senior Staff,9999-01-01,1997-08-24
466654,Georgy,Ishibashi,1953-10-07,Staff,9999-01-01,1999-11-25
466662,Bojan,Buescher,1952-10-29,Senior Staff,9999-01-01,1994-09-26
466674,Kazuhisa,Whittlesey,1955-12-24,Senior Staff,9999-01-01,1996-08-06
466679,Yuriy,Peral,1953-08-12,Senior Staff,9999-01-01,2001-06-30
466681,Abdulla,Narwekar,1953-01-08,Technique Leader,9999-01-01,1989-04-04
466692,Richard,Chiodo,1955-07-11,Senior Staff,9999-01-01,1998-01-04
466694,Yakkov,Zielinski,1952-04-24,Senior Staff,9999-01-01,1998-07-22
466698,Thanasis,Makrucki,1954-06-12,Senior Staff,9999-01-01,1994-07-07
466701,Frederique,Ashish,1952-11-20,Staff,9999-01-01,1998-08-06
466704,Masami,Braccini,1953-02-02,Technique Leader,9999-01-01,1992-05-31
466710,Becky,Chachaty,1955-02-25,Senior Engineer,9999-01-01,1986-02-22
466711,Adib,Zeidenstein,1955-09-24,Senior Staff,9999-01-01,1986-12-24
466714,Akhilish,Luft,1955-08-03,Staff,9999-01-01,1998-08-16
466732,Tetsurou,Beznosov,1954-06-25,Senior Staff,9999-01-01,1998-09-24
466735,Hsiangchu,Auyong,1954-07-19,Staff,9999-01-01,1996-06-12
466740,Oddvar,Feldhoffer,1955-10-25,Senior Staff,9999-01-01,1993-06-15
466743,Bogdan,Salvesen,1952-11-26,Engineer,9999-01-01,1998-03-04
466753,Stevo,Kushner,1955-04-07,Senior Staff,9999-01-01,1992-08-11
466755,Zhongwei,Gill,1952-04-04,Staff,9999-01-01,1999-12-01
466758,Hugo,Anandan,1955-06-18,Senior Staff,9999-01-01,1996-11-24
466761,Marsal,Baek,1952-05-30,Engineer,9999-01-01,1998-04-02
466764,Tadanori,Tsukuda,1954-11-07,Staff,9999-01-01,1998-12-28
466765,Munir,Kermarrec,1955-02-05,Senior Staff,9999-01-01,2000-04-15
466767,Behnaam,Hasenauer,1953-11-16,Senior Engineer,9999-01-01,1987-12-12
466771,Luigi,Perez,1954-10-29,Engineer,9999-01-01,1998-08-14
466773,Kamakshi,Kilgore,1952-11-23,Senior Engineer,9999-01-01,1995-10-12
466776,Wayne,Karnin,1953-12-10,Senior Staff,9999-01-01,1997-10-13
466782,Amabile,Merey,1954-03-25,Senior Staff,9999-01-01,1995-03-24
466787,Heekeun,Piazza,1952-11-16,Engineer,9999-01-01,1999-11-22
466788,Chuanyi,Chenoweth,1953-03-25,Staff,9999-01-01,1999-05-10
466791,Make,Ghalwash,1953-07-05,Staff,9999-01-01,1999-03-01
466797,Raimond,Thimonier,1953-06-08,Senior Staff,9999-01-01,1991-04-23
466798,Debaprosad,Chinin,1952-12-06,Senior Staff,9999-01-01,2002-07-20
466804,Divier,Decleir,1953-02-04,Staff,9999-01-01,1999-11-23
466807,Haldun,Wroclawski,1954-09-26,Staff,9999-01-01,1998-03-21
466811,Eishiro,Nitsch,1952-09-30,Staff,9999-01-01,1994-12-24
466835,Shridhar,Jenevein,1953-01-16,Staff,9999-01-01,1999-11-05
466840,Shim,Litzkow,1952-12-24,Senior Staff,9999-01-01,1996-05-27
466860,Panayotis,Desikan,1955-10-25,Engineer,9999-01-01,1996-05-15
466867,Kwangjo,Klerer,1954-05-08,Assistant Engineer,9999-01-01,1997-01-25
466869,Flemming,Magalhaes,1955-10-28,Senior Staff,9999-01-01,1996-03-02
466876,Sanjay,Homond,1952-12-13,Staff,9999-01-01,1995-06-18
466878,Zine,Chenoweth,1953-01-19,Senior Staff,9999-01-01,1993-10-02
466882,Aruna,Kilgour,1955-06-29,Staff,9999-01-01,1998-10-21
466894,Eran,Langford,1955-06-16,Senior Staff,9999-01-01,1995-11-22
466896,Naftaly,Quadeer,1952-03-01,Engineer,9999-01-01,1998-07-19
466901,Sivanarayana,Schahn,1953-04-19,Staff,9999-01-01,2000-01-06
466908,Isaac,Hardjono,1954-08-08,Senior Staff,9999-01-01,1991-12-29
466910,Ravishankar,Choobineh,1954-11-08,Engineer,9999-01-01,1993-11-15
466912,Youpyo,Basart,1954-04-10,Staff,9999-01-01,1999-08-24
466915,Tsz,Wendorf,1952-09-18,Staff,9999-01-01,1996-07-15
466920,Hilari,Toyoshima,1953-12-25,Assistant Engineer,9999-01-01,1996-01-25
466950,Fayez,Dredge,1953-12-28,Engineer,9999-01-01,1995-07-19
466951,Mansur,Monarch,1952-05-25,Technique Leader,9999-01-01,1990-02-25
466953,Ioana,Papastamatiou,1955-11-17,Senior Staff,9999-01-01,1997-09-18
466958,Patricio,Snedden,1954-04-15,Technique Leader,9999-01-01,1985-06-10
466977,Gunilla,Matheson,1954-04-18,Senior Staff,9999-01-01,1997-02-10
466982,Mong,Swift,1953-01-19,Staff,9999-01-01,1996-12-24
467000,Gianluca,Antonakopoulos,1955-09-01,Engineer,9999-01-01,1998-07-07
467002,Saeed,Zwicker,1952-08-20,Staff,9999-01-01,1996-09-23
467007,Siamak,Lally,1953-03-23,Senior Staff,9999-01-01,1996-04-17
467011,Adib,Srimani,1953-07-22,Senior Staff,9999-01-01,1996-01-22
467017,Kolar,Gente,1952-04-09,Assistant Engineer,9999-01-01,1999-07-20
467047,Naraig,Gronowski,1953-03-09,Senior Staff,9999-01-01,1998-10-09
467050,Manohar,Birta,1952-11-11,Senior Engineer,9999-01-01,1988-01-18
467058,Gift,Kaltofen,1953-05-03,Senior Staff,9999-01-01,1995-05-21
467060,Aimee,Baik,1955-10-14,Senior Staff,9999-01-01,1991-10-07
467063,Fen,Gronowski,1954-09-04,Senior Staff,9999-01-01,1998-02-19
467073,Brewster,Pusterhofer,1954-03-27,Senior Staff,9999-01-01,1996-04-25
467075,Hugo,Peng,1955-07-23,Assistant Engineer,9999-01-01,1998-05-14
467077,Tayeb,Chorvat,1954-01-08,Senior Staff,9999-01-01,1996-12-20
467080,Jessie,Buchter,1954-09-15,Senior Staff,9999-01-01,1994-08-21
467082,Caolyn,Munos,1952-10-12,Staff,9999-01-01,1998-05-16
467085,Zita,Journel,1952-06-23,Senior Staff,9999-01-01,1999-02-14
467092,Parke,Thorensen,1952-05-12,Senior Staff,9999-01-01,1999-12-29
467093,Gritta,Hennings,1952-09-21,Senior Staff,9999-01-01,1998-01-23
467112,Tsvetan,Eppinger,1954-05-19,Senior Staff,9999-01-01,1991-01-08
467116,Shirish,Straney,1952-10-22,Staff,9999-01-01,1993-08-17
467120,Satosi,Ohori,1955-09-19,Senior Staff,9999-01-01,1996-04-04
467128,Oscar,McClurg,1954-05-15,Engineer,9999-01-01,1997-08-05
467129,Richara,Reinhard,1955-06-12,Senior Staff,9999-01-01,1994-07-11
467130,Cristinel,Passafiume,1955-02-22,Senior Staff,9999-01-01,1992-12-25
467134,Xuedong,Wendorf,1952-08-21,Senior Staff,9999-01-01,1992-09-23
467136,Candido,Munke,1954-07-19,Engineer,9999-01-01,1997-05-26
467146,Hinrich,Chappelet,1954-01-19,Senior Engineer,9999-01-01,1985-07-04
467147,Garnik,Luit,1955-06-07,Senior Staff,9999-01-01,1995-05-05
467159,Ramya,Karunanithi,1953-09-08,Technique Leader,9999-01-01,1995-07-01
467163,Sadok,Heering,1952-10-18,Staff,9999-01-01,1999-12-29
467171,Juyoung,Baak,1954-04-26,Senior Staff,9999-01-01,1990-04-29
467179,Cristinel,Kaminger,1954-07-25,Senior Staff,9999-01-01,1997-04-14
467189,Ingmar,Akiyama,1953-03-15,Senior Staff,9999-01-01,1998-05-26
467192,Conal,Compeau,1954-08-30,Senior Engineer,9999-01-01,1993-03-17
467200,Boguslaw,Uhrik,1953-12-02,Senior Staff,9999-01-01,1997-12-10
467203,Leaf,Bolsens,1953-06-17,Senior Engineer,9999-01-01,1988-05-03
467204,Shiv,Tyugu,1954-07-21,Senior Staff,9999-01-01,1990-11-20
467216,Munir,Krogh,1954-03-10,Staff,9999-01-01,1998-10-06
467219,Yongmao,Baaleh,1954-06-21,Senior Staff,9999-01-01,1998-12-03
467222,Xiaoheng,Suri,1955-01-21,Engineer,9999-01-01,1996-06-09
467231,Tzu,Boguraev,1953-07-01,Staff,9999-01-01,1998-05-12
467237,Qunsheng,Siprelle,1955-02-16,Engineer,9999-01-01,1999-09-21
467238,Holgard,Beznosov,1952-08-12,Senior Staff,9999-01-01,1994-08-21
467242,Abdulah,Kalefeld,1955-11-19,Senior Staff,9999-01-01,1991-10-27
467244,Chiradeep,Christianini,1955-10-06,Senior Staff,9999-01-01,2002-07-01
467268,Adit,Kumaresan,1954-11-22,Senior Staff,9999-01-01,2000-08-13
467279,Toong,Matzel,1954-01-17,Senior Engineer,9999-01-01,1993-07-04
467288,Tze,Feinberg,1955-02-15,Staff,9999-01-01,1998-08-25
467292,Ioana,Byoun,1952-12-13,Senior Staff,9999-01-01,1986-03-26
467294,Conal,Fandrianto,1955-12-07,Senior Staff,9999-01-01,1999-02-11
467302,Goa,Pramanik,1953-03-20,Staff,9999-01-01,1999-12-30
467308,Ishfaq,Cappello,1954-03-25,Senior Staff,9999-01-01,1993-04-17
467312,Florian,Wilfing,1955-04-29,Senior Engineer,9999-01-01,1997-08-25
467317,Arunas,Geffroy,1955-08-17,Senior Engineer,9999-01-01,1993-12-24
467320,Yongqiao,Kroon,1955-12-02,Senior Staff,9999-01-01,1996-09-17
467324,Behnaam,Vingron,1952-06-04,Senior Engineer,9999-01-01,1995-06-16
467329,Domenico,Tischendorf,1955-05-18,Senior Engineer,9999-01-01,1996-11-17
467331,Jeane,Boreale,1955-09-16,Technique Leader,9999-01-01,1995-09-29
467344,Ioana,Riefers,1952-12-18,Senior Staff,9999-01-01,1994-03-25
467345,Florian,Kobuchi,1955-02-18,Senior Staff,9999-01-01,1994-08-15
467351,Zejun,Lindenbaum,1955-06-02,Engineer,9999-01-01,1998-02-16
467371,Rildo,Trachtenberg,1955-02-24,Senior Staff,9999-01-01,1995-07-05
467375,Genta,Felcyn,1953-03-12,Senior Staff,9999-01-01,2001-02-17
467381,Satyanarayana,Perez,1953-09-14,Engineer,9999-01-01,1996-08-04
467388,Yakichi,Docker,1954-02-13,Staff,9999-01-01,1999-05-24
467403,Kazuhira,Ariola,1952-10-24,Assistant Engineer,9999-01-01,1995-08-04
467404,Nathan,Poupard,1954-10-31,Senior Staff,9999-01-01,1999-03-12
467409,Bojan,Erol,1953-01-02,Engineer,9999-01-01,1999-05-05
467410,Zdislav,Chaudhuri,1952-06-01,Senior Staff,9999-01-01,1995-08-05
467427,Visit,Schade,1953-12-15,Senior Engineer,9999-01-01,1994-06-03
467430,Angel,Ossenbruggen,1954-07-30,Technique Leader,9999-01-01,1986-09-10
467436,Abdelkader,Castellani,1952-06-04,Engineer,9999-01-01,1997-07-16
467440,Reinhold,Strooper,1954-10-14,Senior Staff,9999-01-01,1992-09-28
467452,Sailaja,Waeselynck,1953-04-23,Engineer,9999-01-01,1999-07-22
467453,Gou,DeMori,1953-11-18,Technique Leader,9999-01-01,1999-02-28
467456,Zito,Lindqvist,1955-03-02,Staff,9999-01-01,1999-11-27
467461,Mohamadou,Muntz,1953-04-11,Senior Engineer,9999-01-01,1988-07-03
467466,Rafail,Chinen,1954-09-03,Senior Staff,9999-01-01,1992-04-23
467467,Alois,Bonifati,1955-07-09,Senior Staff,9999-01-01,2002-02-25
467480,Kiyokazu,Fadgyas,1953-05-05,Senior Staff,9999-01-01,1986-10-23
467486,Sven,Babu,1954-11-05,Assistant Engineer,9999-01-01,1996-12-30
467488,Leucio,Kaiser,1953-05-15,Senior Engineer,9999-01-01,1992-08-01
467494,Yuchang,Minakawa,1954-02-02,Engineer,9999-01-01,1995-11-23
467497,Phillip,Schach,1952-07-14,Engineer,9999-01-01,1999-02-28
467500,Sanjiv,Syang,1953-03-15,Staff,9999-01-01,1997-10-21
467504,Toshiki,Frijda,1954-08-17,Assistant Engineer,9999-01-01,1996-08-23
467511,Akemi,Thambidurai,1954-01-22,Senior Staff,9999-01-01,1997-11-14
467516,Siamak,Badache,1955-04-21,Senior Engineer,9999-01-01,1990-03-12
467520,Xianlong,Onuegbe,1955-12-23,Staff,9999-01-01,1996-12-31
467521,Juichirou,Giarratana,1952-04-13,Engineer,9999-01-01,1996-02-06
467524,Youngkon,Pearson,1954-04-28,Senior Staff,9999-01-01,2002-07-24
467540,Lalit,Stassinopoulos,1955-04-15,Engineer,9999-01-01,1998-12-03
467543,Ulf,Hiroyama,1953-03-17,Senior Engineer,9999-01-01,1993-03-23
467544,Kiyotoshi,Bodoff,1953-01-07,Senior Staff,9999-01-01,1997-01-10
467554,Shalesh,Zockler,1955-10-31,Senior Staff,9999-01-01,1994-07-22
467559,Nathalie,Wilharm,1952-10-05,Assistant Engineer,9999-01-01,1996-01-16
467562,Fumiyo,Vesel,1952-06-09,Engineer,9999-01-01,1998-10-07
467566,Reuven,Kroft,1953-03-10,Senior Staff,9999-01-01,2002-01-07
467581,Dines,Dalphin,1955-09-08,Senior Engineer,9999-01-01,1997-11-17
467593,Mayuko,Reghbati,1954-02-03,Senior Staff,9999-01-01,1993-08-27
467607,Gio,Randt,1954-05-08,Senior Staff,9999-01-01,1995-08-22
467609,Jongsuk,Masada,1954-04-29,Senior Engineer,9999-01-01,1986-09-12
467611,Marla,Raczkowsky,1952-05-22,Senior Staff,9999-01-01,1994-06-21
467612,Dung,Mundy,1952-07-03,Technique Leader,9999-01-01,1990-11-22
467620,Abdelaziz,Melichar,1952-09-09,Senior Staff,9999-01-01,2001-12-20
467622,Takahira,Sundgren,1954-03-21,Engineer,9999-01-01,1995-09-22
467626,Kolar,Vasanthakumar,1953-06-13,Engineer,9999-01-01,1999-04-03
467629,Kristof,Solares,1952-05-14,Senior Staff,9999-01-01,2000-06-18
467630,Radhika,Smeets,1955-03-01,Technique Leader,9999-01-01,1987-04-03
467645,Parviz,Suessmith,1953-05-24,Senior Staff,9999-01-01,1995-05-09
467657,Sanjit,Thorelli,1952-07-07,Senior Staff,9999-01-01,2000-12-05
467660,Eckart,Unno,1953-08-17,Senior Engineer,9999-01-01,1998-05-06
467663,Florian,Talmon,1952-03-28,Senior Engineer,9999-01-01,1986-11-04
467665,Gio,Lamma,1953-01-04,Senior Staff,9999-01-01,1994-04-14
467669,Godehard,Foong,1955-08-07,Staff,9999-01-01,1994-09-14
467674,Nathan,Vecchio,1952-08-17,Engineer,9999-01-01,1997-03-29
467677,Kshitij,Landherr,1955-07-31,Staff,9999-01-01,1998-12-19
467680,Ravishankar,Luon,1955-04-16,Senior Staff,9999-01-01,1991-06-13
467704,Shigeu,Demian,1953-11-19,Senior Staff,9999-01-01,1995-04-29
467705,Jayesh,Fendler,1954-11-25,Senior Staff,9999-01-01,1988-03-29
467706,Xianlong,Nastansky,1952-02-22,Senior Staff,9999-01-01,1999-07-09
467714,Guadalupe,Kleiser,1954-07-22,Senior Staff,9999-01-01,1996-06-02
467723,Zhilian,Zucker,1955-09-06,Senior Engineer,9999-01-01,1999-03-02
467728,Chaosheng,Rodiger,1952-09-13,Engineer,9999-01-01,1997-09-01
467729,Fabrizio,Ranta,1955-12-24,Senior Staff,9999-01-01,1998-01-24
467730,Miyeon,Eldridge,1953-03-15,Assistant Engineer,9999-01-01,1999-07-09
467731,Shan,Itzigehl,1954-01-10,Staff,9999-01-01,1998-12-01
467735,Deborah,McClure,1952-04-15,Staff,9999-01-01,1998-11-23
467738,Kien,Zielinski,1952-04-14,Senior Staff,9999-01-01,1994-12-01
467739,Zdislav,Oppitz,1955-09-27,Senior Engineer,9999-01-01,1994-05-09
467746,Sakthirel,Bergere,1954-10-06,Senior Staff,9999-01-01,1999-06-17
467747,Tadahiko,Takanami,1954-03-26,Senior Engineer,9999-01-01,1992-04-25
467753,Yoshinari,Loncour,1955-12-22,Senior Engineer,9999-01-01,1999-09-19
467760,Taiji,Pocchiola,1953-10-16,Senior Staff,9999-01-01,1997-11-09
467764,JoAnne,Papadias,1953-10-13,Senior Staff,9999-01-01,2001-10-01
467765,Xiaobin,Cunliffe,1953-09-14,Staff,9999-01-01,1995-09-08
467771,Breannda,Schaad,1955-12-16,Senior Staff,9999-01-01,1995-11-20
467773,Xuejia,Guenter,1954-08-13,Senior Staff,9999-01-01,1986-01-29
467787,Xiaoqiang,Ferriere,1952-08-06,Senior Staff,9999-01-01,1987-06-03
467792,Toshimi,Harllee,1955-10-20,Senior Staff,9999-01-01,1994-04-13
467800,Shuho,Fasbender,1952-06-20,Technique Leader,9999-01-01,1996-03-04
467804,Billie,Merli,1953-06-28,Senior Staff,9999-01-01,1997-09-07
467805,Vitaly,Jahnichen,1953-06-11,Senior Staff,9999-01-01,1990-10-30
467817,Chenyi,Karcich,1953-04-02,Senior Staff,9999-01-01,1997-07-08
467823,Pohua,Ranft,1954-05-04,Senior Engineer,9999-01-01,1998-02-25
467831,Sangeeta,Walstra,1954-03-22,Staff,9999-01-01,1995-02-04
467837,Sanjit,Makinen,1953-11-21,Senior Staff,9999-01-01,1990-07-28
467853,Yuqun,Roison,1955-10-24,Senior Staff,9999-01-01,1999-11-08
467854,Heeju,Ranai,1955-11-07,Senior Engineer,9999-01-01,1989-04-05
467870,Tomofumi,Chimia,1953-02-27,Senior Engineer,9999-01-01,1994-03-03
467872,Alselm,Stamatiou,1953-05-19,Staff,9999-01-01,1998-11-15
467876,Zeydy,Mondadori,1953-02-16,Senior Staff,9999-01-01,1991-09-12
467885,Teiji,Guardalben,1954-03-22,Engineer,9999-01-01,1997-08-11
467889,Chenyi,Sichman,1954-02-07,Senior Engineer,9999-01-01,1997-04-23
467891,Subbu,Cmelik,1953-07-11,Engineer,9999-01-01,1999-02-27
467893,Lena,Cannard,1955-05-09,Senior Staff,9999-01-01,1998-01-06
467901,Subhash,Schaft,1953-09-22,Technique Leader,9999-01-01,1985-06-26
467909,Marlo,Birge,1953-03-10,Staff,9999-01-01,1996-09-07
467915,Chriss,Sury,1952-12-31,Staff,9999-01-01,1993-12-09
467928,Theirry,Swift,1954-02-18,Senior Staff,9999-01-01,1989-02-03
467932,Larisa,Bernini,1953-10-27,Staff,9999-01-01,1994-08-10
467935,Demos,Heystek,1954-12-22,Senior Staff,9999-01-01,1998-06-26
467946,Randi,Baar,1952-07-08,Senior Staff,9999-01-01,1992-09-23
467960,Huan,Lichtner,1955-08-12,Staff,9999-01-01,1998-04-21
467966,Yahiko,Tasistro,1952-08-31,Senior Staff,9999-01-01,2002-01-26
467970,Utz,Kuzuoka,1954-04-06,Senior Staff,9999-01-01,2002-03-29
467986,Ekawit,Sundgren,1952-03-19,Senior Staff,9999-01-01,1999-07-29
467991,Gudjon,Gopalakrishnan,1954-11-23,Senior Staff,9999-01-01,1996-08-02
467992,Mang,Solares,1954-06-25,Staff,9999-01-01,1996-07-05
467996,Sorina,Pramanik,1955-07-28,Senior Staff,9999-01-01,1995-08-20
467997,Paris,Barbanera,1952-06-21,Staff,9999-01-01,1996-08-26
468004,Sanjoy,Koblick,1952-09-05,Senior Staff,9999-01-01,1994-04-08
468005,Somnath,Kruskal,1952-04-28,Senior Engineer,9999-01-01,1998-10-08
468006,Sajjan,Gewali,1954-05-31,Senior Staff,9999-01-01,1989-10-05
468019,Aluzio,Moehrke,1952-07-23,Staff,9999-01-01,1999-08-20
468021,Mandell,Meszaros,1955-12-28,Technique Leader,9999-01-01,1987-07-19
468022,Shir,Denny,1952-09-16,Senior Engineer,9999-01-01,1991-01-04
468028,Jessie,Schaft,1955-11-13,Senior Staff,9999-01-01,1985-08-15
468029,Felicidad,Hofting,1953-11-21,Senior Engineer,9999-01-01,1989-01-12
468031,Niclas,Terlouw,1954-09-03,Senior Staff,9999-01-01,1996-12-21
468045,Odysseas,Escriba,1955-04-10,Staff,9999-01-01,1997-06-26
468046,Perry,Perez,1955-03-25,Senior Engineer,9999-01-01,2000-01-08
468054,Uno,Guenter,1955-06-15,Staff,9999-01-01,1997-02-21
468058,Martina,Polupanov,1955-09-26,Senior Staff,9999-01-01,1997-09-12
468062,Dannz,Servieres,1955-04-07,Senior Staff,9999-01-01,1999-04-29
468066,Jixiang,Mateescu,1953-06-12,Senior Staff,9999-01-01,1995-05-31
468076,Susuma,Hofting,1952-11-16,Technique Leader,9999-01-01,1985-05-03
468077,Mingsen,Begiun,1955-04-17,Senior Staff,9999-01-01,1990-07-17
468081,Steve,Strehl,1954-10-25,Senior Engineer,9999-01-01,1998-12-25
468084,Yonghong,Basagni,1955-07-22,Senior Staff,9999-01-01,2002-02-16
468093,Magdalena,Prenel,1955-07-29,Technique Leader,9999-01-01,1991-07-04
468100,Guoxiang,Lambe,1952-06-11,Senior Staff,9999-01-01,1992-10-19
468103,Demin,Remmers,1954-12-31,Engineer,9999-01-01,1996-12-20
468105,Khedija,Otillio,1955-04-06,Engineer,9999-01-01,1994-12-11
468106,Adly,Kambil,1954-01-25,Technique Leader,9999-01-01,1988-12-17
468107,Xiaoheng,Harnett,1953-01-12,Senior Staff,9999-01-01,1997-03-29
468117,Chikako,Bugrara,1953-10-16,Technique Leader,9999-01-01,1986-04-17
468122,Sarita,Vieth,1952-08-07,Senior Staff,9999-01-01,1999-10-15
468129,Tzvetan,Hanratty,1955-04-20,Staff,9999-01-01,1996-12-05
468141,Janalee,Peir,1953-05-18,Staff,9999-01-01,2000-01-21
468144,Mads,Michaels,1955-10-17,Senior Staff,9999-01-01,2001-06-15
468150,Mohammad,Staelin,1952-11-25,Engineer,9999-01-01,1998-01-06
